customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0145-['R' 'Z' 'T' 'H' 'I'],Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.83,140.49,Yes
0146-['G' 'A' 'C' 'M' 'Y'],Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,48.26,386.08,Yes
0147-['Q' 'Y' 'X' 'A' 'F'],Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),25.86,129.3,No
0148-['U' 'F' 'Z' 'L' 'M'],Male,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),40.8,652.8,No
0149-['M' 'O' 'U' 'P' 'V'],Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,116.67,350.01,Yes
0150-['U' 'K' 'E' 'D' 'C'],Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),75.1,826.1,No
0151-['S' 'T' 'Y' 'R' 'O'],Female,0,Yes,No,7,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.58,508.06,Yes
0152-['I' 'Q' 'N' 'O' 'A'],Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.58,2226.56,No
0153-['U' 'V' 'V' 'C' 'P'],Male,0,No,No,28,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,96.43,2700.04,No
0154-['W' 'Y' 'K' 'L' 'J'],Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.95,173.9,No
0155-['P' 'H' 'F' 'L' 'X'],Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.55,2703.6,No
0156-['U' 'H' 'Z' 'D' 'Z'],Female,0,No,No,32,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.13,2212.16,No
0157-['H' 'Z' 'R' 'E' 'I'],Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),90.31,1986.82,No
0158-['D' 'V' 'Q' 'I' 'A'],Male,0,No,No,15,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),63.98,959.7,No
0159-['U' 'T' 'M' 'P' 'M'],Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,73.29,293.16,No
0160-['N' 'C' 'F' 'R' 'S'],Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),26.28,1892.16,No
0161-['E' 'O' 'Y' 'B' 'J'],Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,19.23,0.0,No
0162-['X' 'R' 'M' 'E' 'W'],Male,0,No,No,28,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),96.42,2699.76,No
0163-['X' 'A' 'V' 'A' 'R'],Male,0,No,No,16,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.05,1552.8,Yes
0164-['O' 'Q' 'K' 'U' 'Z'],Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,69.89,3843.95,No
0165-['Y' 'V' 'Q' 'M' 'A'],Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.16,1112.76,No
0166-['B' 'I' 'C' 'A' 'U'],Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),97.74,1661.58,No
0167-['P' 'W' 'F' 'Q' 'E'],Female,0,No,No,32,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,54.49,1743.68,No
0168-['E' 'F' 'C' 'U' 'W'],Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,68.05,68.05,No
0169-['E' 'U' 'E' 'J' 'J'],Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,66.38,66.38,Yes
0170-['S' 'Q' 'U' 'N' 'I'],Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,19.99,99.95,Yes
0171-['N' 'A' 'S' 'M' 'M'],Male,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),18.02,54.06,No
0172-['D' 'A' 'Q' 'H' 'B'],Female,1,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),103.51,0.0,No
0173-['H' 'G' 'Z' 'Z' 'B'],Male,0,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.74,2708.02,No
0174-['V' 'V' 'C' 'R' 'L'],Female,0,Yes,Yes,38,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),95.13,3614.94,No
0175-['A' 'V' 'L' 'E' 'Y'],Female,0,No,No,72,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,25.3,1821.6,Yes
0176-['Q' 'P' 'O' 'W' 'O'],Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.09,1041.17,Yes
0177-['E' 'U' 'N' 'B' 'K'],Female,1,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.85,572.95,No
0178-['S' 'G' 'F' 'B' 'F'],Male,0,No,No,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),45.44,2135.68,Yes
0179-['R' 'B' 'R' 'O' 'S'],Female,0,No,Yes,44,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,67.71,2979.24,No
0180-['B' 'T' 'Y' 'F' 'A'],Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,19.3,443.9,No
0181-['X' 'O' 'W' 'J' 'S'],Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.75,460.25,Yes
0182-['Q' 'E' 'D' 'J' 'X'],Female,0,No,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),45.5,2593.5,No
0183-['Q' 'J' 'Q' 'T' 'X'],Female,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),40.12,160.48,No
0184-['E' 'B' 'F' 'U' 'B'],Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,117.39,117.39,No
0185-['M' 'K' 'K' 'P' 'K'],Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.65,3292.7,No
0186-['S' 'O' 'Y' 'W' 'W'],Male,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,109.04,2071.76,No
0187-['P' 'K' 'V' 'P' 'H'],Female,0,No,No,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),32.84,197.04,No
0188-['D' 'H' 'D' 'X' 'Y'],Male,0,Yes,No,26,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,41.4,1076.4,No
0189-['C' 'C' 'R' 'Z' 'S'],Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.54,3826.36,No
0190-['S' 'U' 'E' 'R' 'J'],Male,0,Yes,No,44,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Mailed check,46.66,2053.04,No
0191-['V' 'U' 'F' 'A' 'E'],Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,107.69,753.83,No
0192-['I' 'L' 'Z' 'N' 'B'],Female,0,Yes,No,0,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),93.39,0.0,Yes
0193-['Q' 'N' 'Z' 'M' 'I'],Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.85,371.45,Yes
0194-['Z' 'Y' 'O' 'Y' 'V'],Male,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.51,1541.46,No
0195-['O' 'X' 'K' 'P' 'Q'],Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.88,374.4,No
0196-['Z' 'D' 'A' 'H' 'Q'],Female,0,No,No,13,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,111.54,1450.02,No
0197-['C' 'T' 'O' 'O' 'X'],Female,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),76.77,537.39,No
0198-['V' 'N' 'Z' 'W' 'N'],Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,89.27,0.0,No
0199-['X' 'B' 'M' 'Z' 'N'],Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,86.73,4683.42,No
0200-['X' 'S' 'G' 'C' 'O'],Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.62,88.86,No
0201-['W' 'N' 'K' 'O' 'M'],Male,0,No,Yes,34,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,102.6,3488.4,No
0202-['R' 'Z' 'F' 'C' 'S'],Female,0,Yes,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.66,926.6,No
0203-['O' 'Y' 'W' 'E' 'J'],Female,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.65,354.55,No
0204-['G' 'Y' 'Q' 'G' 'V'],Male,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,64.99,4354.33,No
0205-['Z' 'L' 'Y' 'Q' 'M'],Male,0,No,Yes,25,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.95,1673.75,No
0206-['T' 'Y' 'D' 'J' 'C'],Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),99.01,2673.27,No
0207-['I' 'M' 'R' 'O' 'D'],Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.13,3914.42,No
0208-['O' 'V' 'B' 'O' 'H'],Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,105.5,1055.0,No
0209-['H' 'Q' 'L' 'S' 'J'],Female,1,No,Yes,19,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),66.83,1269.77,No
0210-['I' 'E' 'F' 'T' 'Z'],Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,52.48,367.36,No
0211-['B' 'X' 'M' 'F' 'E'],Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,41.57,1787.51,Yes
0212-['Y' 'A' 'U' 'V' 'U'],Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,88.02,1848.42,No
0213-['F' 'F' 'W' 'P' 'D'],Female,0,No,Yes,6,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,60.59,363.54,No
0214-['K' 'X' 'W' 'I' 'W'],Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),32.51,1788.05,No
0215-['C' 'S' 'H' 'E' 'D'],Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.02,460.4,No
0216-['X' 'F' 'B' 'T' 'K'],Female,0,Yes,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.38,1238.08,Yes
0217-['D' 'O' 'F' 'V' 'Q'],Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,107.09,0.0,No
0218-['X' 'F' 'S' 'Y' 'B'],Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.74,2949.18,Yes
0219-['O' 'K' 'H' 'Z' 'S'],Male,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.57,2849.04,No
0220-['M' 'L' 'E' 'F' 'Z'],Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,69.29,1316.51,Yes
0221-['V' 'D' 'S' 'T' 'A'],Female,1,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,94.77,1326.78,No
0222-['T' 'Q' 'L' 'O' 'A'],Male,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,21.59,215.9,Yes
0223-['Z' 'N' 'F' 'E' 'K'],Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),107.42,751.94,Yes
0224-['D' 'M' 'K' 'C' 'A'],Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),119.09,2381.8,No
0225-['F' 'R' 'X' 'J' 'E'],Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,63.53,190.59,No
0226-['W' 'J' 'L' 'B' 'M'],Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,104.13,6247.8,No
0227-['H' 'B' 'T' 'A' 'E'],Female,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.67,242.68,No
0228-['I' 'Q' 'I' 'K' 'O'],Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),28.73,919.36,No
0229-['X' 'F' 'W' 'C' 'Q'],Male,0,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.24,553.92,Yes
0230-['E' 'L' 'R' 'N' 'U'],Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),36.11,216.66,No
0231-['X' 'K' 'I' 'B' 'L'],Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),37.52,712.88,Yes
0232-['C' 'C' 'A' 'H' 'V'],Male,0,No,No,34,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.13,3370.42,No
0233-['H' 'K' 'I' 'E' 'N'],Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),28.5,883.5,No
0234-['C' 'U' 'E' 'E' 'S'],Male,0,No,Yes,6,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,47.98,287.88,Yes
0235-['N' 'Z' 'D' 'Y' 'M'],Female,0,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,54.95,494.55,No
0236-['J' 'Y' 'R' 'H' 'H'],Female,1,No,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),110.74,5315.52,No
0237-['G' 'H' 'N' 'S' 'F'],Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),80.22,2406.6,No
0238-['A' 'W' 'O' 'A' 'Y'],Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,23.77,689.33,No
0239-['Q' 'A' 'O' 'W' 'B'],Female,1,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.67,326.69,No
0240-['N' 'U' 'H' 'H' 'S'],Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,24.51,906.87,No
0241-['G' 'S' 'F' 'F' 'C'],Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.07,930.7,Yes
0242-['G' 'S' 'H' 'J' 'T'],Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,37.82,453.84,No
0243-['O' 'O' 'A' 'T' 'G'],Male,0,No,No,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.75,326.0,No
0244-['D' 'F' 'Y' 'A' 'E'],Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,30.32,90.96,No
0245-['W' 'A' 'D' 'V' 'B'],Male,1,No,Yes,13,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),88.23,1146.99,No
0246-['J' 'E' 'J' 'A' 'V'],Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.84,0.0,No
0247-['F' 'M' 'O' 'D' 'M'],Male,1,No,No,14,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),45.01,630.14,No
0248-['X' 'T' 'X' 'O' 'H'],Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.84,2965.2,No
0249-['E' 'O' 'D' 'L' 'M'],Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,77.38,5571.36,No
0250-['B' 'S' 'S' 'D' 'D'],Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,36.52,36.52,No
0251-['Z' 'K' 'E' 'T' 'K'],Female,1,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.89,139.23,No
0252-['J' 'H' 'F' 'F' 'H'],Female,0,No,Yes,16,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),27.19,435.04,No
0253-['W' 'O' 'Z' 'N' 'K'],Male,0,No,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,52.12,208.48,No
0254-['L' 'Z' 'M' 'H' 'R'],Male,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),26.01,52.02,No
0255-['Y' 'A' 'O' 'H' 'K'],Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,42.86,600.04,No
0256-['L' 'L' 'D' 'P' 'D'],Female,0,Yes,No,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),25.89,517.8,No
0257-['E' 'X' 'E' 'H' 'J'],Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.6,1049.6,No
0258-['Q' 'Z' 'I' 'V' 'S'],Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,49.44,3559.68,No
0259-['N' 'H' 'I' 'V' 'K'],Female,1,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),70.38,2463.3,No
0260-['W' 'A' 'N' 'E' 'U'],Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),53.03,318.18,No
0261-['Z' 'N' 'D' 'V' 'W'],Female,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,28.48,939.84,No
0262-['Y' 'A' 'V' 'W' 'S'],Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.65,425.7,No
0263-['H' 'O' 'U' 'O' 'I'],Female,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.98,531.72,No
0264-['U' 'I' 'J' 'T' 'Y'],Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),89.37,5809.05,No
0265-['U' 'Z' 'I' 'C' 'T'],Male,0,No,No,29,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.17,2498.93,Yes
0266-['Y' 'Z' 'K' 'F' 'B'],Female,0,Yes,Yes,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.24,2949.48,No
0267-['G' 'R' 'B' 'Q' 'K'],Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,111.06,0.0,Yes
0268-['L' 'S' 'V' 'X' 'Y'],Male,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,96.74,4643.52,No
0269-['G' 'T' 'F' 'U' 'X'],Male,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,19.74,730.38,No
0270-['A' 'Q' 'K' 'V' 'Z'],Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.06,232.48,No
0271-['R' 'U' 'Q' 'G' 'Q'],Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.46,747.68,No
0272-['T' 'I' 'Q' 'T' 'V'],Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.29,102.29,No
0273-['V' 'H' 'Q' 'G' 'A'],Male,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,80.4,80.4,Yes
0274-['M' 'W' 'S' 'X' 'S'],Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),55.1,1432.6,No
0275-['Q' 'M' 'P' 'H' 'S'],Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,36.78,147.12,No
0276-['R' 'A' 'N' 'S' 'O'],Female,0,No,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.0,5307.0,Yes
0277-['R' 'B' 'V' 'Q' 'R'],Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,60.09,2643.96,No
0278-['F' 'S' 'D' 'A' 'H'],Male,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,55.83,558.3,No
0279-['W' 'G' 'C' 'J' 'J'],Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,65.93,725.23,No
0280-['S' 'N' 'B' 'A' 'W'],Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,103.31,929.79,No
0281-['W' 'R' 'G' 'H' 'A'],Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),83.55,167.1,No
0282-['Y' 'W' 'C' 'X' 'W'],Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),74.65,0.0,No
0283-['H' 'V' 'Y' 'O' 'E'],Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,50.6,708.4,No
0284-['C' 'S' 'A' 'O' 'H'],Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,51.21,3482.28,No
0285-['B' 'C' 'X' 'N' 'X'],Male,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,118.79,7008.61,No
0286-['N' 'K' 'P' 'D' 'T'],Male,0,Yes,No,39,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.12,2578.68,No
0287-['E' 'V' 'U' 'N' 'W'],Male,1,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),41.63,957.49,Yes
0288-['P' 'R' 'G' 'J' 'G'],Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.6,4213.6,No
0289-['A' 'W' 'U' 'S' 'P'],Female,1,Yes,No,17,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.56,1607.52,No
